2350	0.3415111751
2349	0.3387102347
2348	0.3519551056
2347	0.4474584597
2346	0.4635913641
2345	0.5162586033
2344	0.5285709178
2343	0.6116079235
2342	0.6222004556
2341	0.721477319
2340	0.7486681282
2339	0.8313255108
2338	0.9423591852
2337	0.9971515611
2336	1.0694615099
2335	1.1727808147
2334	1.3348491261
2333	1.4685414386
2332	1.6022345683
2331	1.7691090654
2330	1.9211131286
2329	2.0691567042
2328	2.2372355506
2327	2.5345832443
2326	2.7746457486
2325	3.0728628542
2324	3.38191689
2323	3.6990755512
2322	4.1558423136
2321	4.5565145688
2320	4.9972681144
2319	5.520791779
2318	6.1271439744
2317	6.7638220973
2316	7.5020371245
2315	8.321643734
2314	9.2535940361
2313	10.1753375598
2312	11.2858293324
2311	12.5861189104
2310	13.9170503052
2309	15.4486479798
2308	17.102688638
2307	18.9735034146
2306	20.9564011342
2305	23.214856567
2304	25.6841915848
2303	28.3121601532
2302	31.1023679372
2301	34.1199024208
2300	37.2649613154
2299	40.6698168184
2298	44.384541089
2297	47.8903746062
2296	51.5764215876
2295	55.254266508
2294	58.8588761166
2293	62.419944531
2292	65.9064654528
2291	69.2909466578
2290	72.2257502764
2289	75.0133953898
2288	77.515830231
2287	79.6495313992
2286	81.6579138228
2285	83.3719567842
2284	84.6495635958
2283	85.757185213
2282	86.6367193566
2281	87.2134951814
2280	87.6733412184
2279	87.925175023
2278	88.0065301542
2277	88.013109737
2276	87.8897723368
2275	87.7237573282
2274	87.4381283608
2273	87.137396241
2272	86.7847077944
2271	86.4409391804
2270	86.085005797
2269	85.6924659738
2268	85.3495048504
2267	85.0275460776
2266	84.681354982
2265	84.4018869022
2264	84.1599449138
2263	83.948605503
2262	83.7867924502
2261	83.671836549
2260	83.6000068708
2259	83.5398410056
2258	83.5205732746
2257	83.6061453262
2256	83.682087251
2255	83.83466644
2254	84.0447871424
2253	84.2233332836
2252	84.475615693
2251	84.7095275908
2250	84.9629688992
2249	85.3414672824
2248	85.6479565396
2247	86.028892369
2246	86.361266327
2245	86.711801449
2244	87.0525569158
2243	87.3702539038
2242	87.6903359962
2241	88.026463315
2240	88.279702763
2239	88.565885009
2238	88.7977557334
2237	88.9568771378
2236	89.1441412316
2235	89.2268347194
2234	89.2934754936
2233	89.3758474728
2232	89.4645896872
2231	89.3921917756
2230	89.348093569
2229	89.2862753258
2228	89.2017201222
2227	89.0676086412
2226	88.9142518614
2225	88.7411488362
2224	88.5659822054
2223	88.401148528
2222	88.2509768658
2221	87.9989486684
2220	87.818002468
2219	87.6268280076
2218	87.43246841
2217	87.2364863538
2216	87.0710246238
2215	86.8629899592
2214	86.7353459196
2213	86.5397526588
2212	86.3813639808
2211	86.2643370064
2210	86.1324910012
2209	86.0077479576
2208	85.8874610916
2207	85.7763407928
2206	85.7041596964
2205	85.5370680206
2204	85.5096580478
2203	85.4113679482
2202	85.320868682
2201	85.300838315
2200	85.2314834602
2199	85.2326199368
2198	85.1933891256
2197	85.1715792844
2196	85.1894638042
2195	85.2084623684
2194	85.2402836642
2193	85.2368219024
2192	85.2928605662
2191	85.3551199368
2190	85.4555857834
2189	85.6067967258
2188	85.7202198776
2187	85.843908696
2186	85.9860278354
2185	86.183901517
2184	86.396011051
2183	86.602871852
2182	86.8349220242
2181	87.030627446
2180	87.331449275
2179	87.5903037996
2178	87.8450685098
2177	88.1663543656
2176	88.4291940308
2175	88.755638881
2174	89.0364154078
2173	89.3092590306
2172	89.6093331882
2171	89.876337432
2170	90.148986662
2169	90.3860313454
2168	90.6041372642
2167	90.8428268384
2166	90.949917142
2165	91.1470356748
2164	91.2877342258
2163	91.362719112
2162	91.4148175094
2161	91.4682990984
2160	91.5651611322
2159	91.4868565352
2158	91.4418984962
2157	91.3660762
2156	91.2430079666
2155	91.1987078898
2154	90.9993089264
2153	90.8869026226
2152	90.7274671968
2151	90.5217204304
2150	90.359735417
2149	90.1631178308
2148	89.9524737594
2147	89.761456295
2146	89.542729801
2145	89.3643780526
2144	89.12002106
2143	88.9264315758
2142	88.674395901
2141	88.5312001042
2140	88.2955087322
2139	88.113605503
2138	87.9560766574
2137	87.7059849596
2136	87.53965591
2135	87.3258865402
2134	87.190825498
2133	86.9734373508
2132	86.776318818
2131	86.6335791034
2130	86.4247145062
2129	86.2831935098
2128	86.056414493
2127	85.9378398144
2126	85.760886232
2125	85.5786016848
2124	85.488326721
2123	85.3414149504
2122	85.263155208
2121	85.1450590536
2120	85.108235779
2119	84.9926443478
2118	84.9464975002
2117	84.9603445474
2116	84.9554248004
2115	84.9919863856
2114	85.0779846196
2113	85.131877446
2112	85.2535549908
2111	85.4099398824
2110	85.6202923548
2109	85.779899751
2108	86.0479133654
2107	86.302737885
2106	86.533494565
2105	86.913585507
2104	87.2253758194
2103	87.5804867574
2102	87.944076381
2101	88.2715679888
2100	88.6406007382
2099	89.0157495108
2098	89.384543003
2097	89.7520130934
2096	90.0737026994
2095	90.4028167756
2094	90.695122532
2093	91.0133354214
2092	91.2427687094
2091	91.4672448732
2090	91.6733654802
2089	91.8701625044
2088	91.9162046782
2087	92.1042837498
2086	92.1774368298
2085	92.2131161504
2084	92.1958222962
2083	92.161855163
2082	92.08980865
2081	92.0215902718
2080	91.8627754212
2079	91.7073176586
2078	91.548248596
2077	91.3559825136
2076	91.1315512044
2075	90.9021403486
2074	90.628175204
2073	90.329454348
2072	90.0452908334
2071	89.7542337048
2070	89.4165960688
2069	89.061201019
2068	88.7309205664
2067	88.3788900722
2066	87.966828306
2065	87.5992983964
2064	87.2197158784
2063	86.7779786636
2062	86.4480047648
2061	86.0241670246
2060	85.6678224136
2059	85.2722320562
2058	84.9555892934
2057	84.6257125812
2056	84.2946694926
2055	84.0007637
